,GxTemp,Date_skel,Chamber.Channel_skel,Genotype_skel,Temp_skel,Origin_skel,colorstate.x,Color_skel,Pnet_umol.cm2.hr_skel,Rdark_umol.cm2.hr_skel,Pgross_umol.cm2.hr_skel,Date_holo,Chamber.Channel_holo,Genotype_holo,Temp_holo,Origin_holo,colorstate.y,Color_holo,Pnet_umol.cm2.hr_holo,Rdark_umol.cm2.hr_holo,Pgross_umol.cm2.hr_holo,Pnet_umol.cm2.hr_corr,Rdark_umol.cm2.hr_corr,Pgross_umol.cm2.hr_corr
18,TBI_26,20170718,6,TBI,26,VA,VA_brown,brown,-0.596524447,-0.542835688,-0.053688759,20170708,9,TBI,26,VA,VA_brown,brown,-0.315998482,-1.195620648,0.879622166,0.280525965,-0.65278496,0.933310925
19,TBI_29,20170718,6,TBI,29,VA,VA_brown,brown,-0.203426103,-0.675292266,0.471866163,20170708,9,TBI,29,VA,VA_brown,brown,-0.518120427,-1.532222138,1.014101711,-0.314694324,-0.856929872,0.542235548
20,TBI_32,20170718,6,TBI,32,VA,VA_brown,brown,-0.533201196,-0.496672901,-0.036528295,20170708,9,TBI,32,VA,VA_brown,brown,-0.963615276,-1.410254282,0.446639006,-0.43041408,-0.913581381,0.483167301
21,TBL_18,20170719,3,TBL,18,VA,VA_brown,brown,-0.113008148,-0.184710485,0.071702337,20170710,7,TBL,18,VA,VA_brown,brown,-0.188582844,-0.369104603,0.180521759,-0.075574696,-0.184394118,0.108819422
22,TBL_22,20170719,3,TBL,22,VA,VA_brown,brown,-0.240879892,-0.244022153,0.003142261,20170710,7,TBL,22,VA,VA_brown,brown,-0.267271658,-0.630973761,0.363702103,-0.026391766,-0.386951608,0.360559842
23,TBL_26,20170719,3,TBL,26,VA,VA_brown,brown,-0.096265083,-0.2591611,0.162896017,20170710,7,TBL,26,VA,VA_brown,brown,-0.630886832,-0.913350951,0.282464119,-0.534621749,-0.654189851,0.119568102
24,TBL_29,20170719,3,TBL,29,VA,VA_brown,brown,-0.290811272,-0.32316966,0.032358388,20170710,7,TBL,29,VA,VA_brown,brown,-0.904753644,-1.187437325,0.282683681,-0.613942372,-0.864267665,0.250325293
25,TBL_32,20170719,3,TBL,32,VA,VA_brown,brown,-0.296639825,-0.424907127,0.128267302,20170710,7,TBL,32,VA,VA_brown,brown,-0.797471423,-1.001761254,0.204289831,-0.500831598,-0.576854127,0.076022529
26,TBM_18,20170721,9,TBM,18,VA,VA_brown,brown,-0.02374668,0.046629465,-0.070376145,20170711,6,TBM,18,VA,VA_brown,brown,-0.562643931,-0.578835591,0.01619166,-0.538897251,-0.625465056,0.086567805
27,TBM_22,20170721,9,TBM,22,VA,VA_brown,brown,-0.252338838,-0.201996778,-0.05034206,20170711,6,TBM,22,VA,VA_brown,brown,-0.824303172,-0.956752887,0.132449715,-0.571964334,-0.754756109,0.182791775
28,TBM_26,20170721,9,TBM,26,VA,VA_brown,brown,-0.329010317,-0.358247759,0.029237442,20170711,6,TBM,26,VA,VA_brown,brown,-0.696324971,-1.44761368,0.751288709,-0.367314654,-1.089365921,0.722051267
29,TBM_29,20170721,9,TBM,29,VA,VA_brown,brown,-0.079294244,-0.414216358,0.334922114,20170711,6,TBM,29,VA,VA_brown,brown,-0.848364283,-1.20807214,0.359707857,-0.769070039,-0.793855782,0.024785743
30,TBM_32,20170721,9,TBM,32,VA,VA_brown,brown,0.529228031,-0.330428244,0.859656275,20170711,6,TBM,32,VA,VA_brown,brown,-0.733573595,-0.696867287,-0.036706308,-1.262801626,-0.366439043,-0.896362583
31,TBN_18,20170718,3,TBN,18,VA,VA_brown,brown,-0.452922984,-0.108396727,-0.344526257,20170708,6,TBN,18,VA,VA_brown,brown,-0.620977799,-0.468966708,-0.152011091,-0.168054815,-0.360569981,0.192515166
32,TBN_22,20170718,3,TBN,22,VA,VA_brown,brown,-0.265112372,-0.27898996,0.013877588,20170708,6,TBN,22,VA,VA_brown,brown,-0.19190421,-0.719441375,0.527537165,0.073208162,-0.440451415,0.513659577
33,TBN_26,20170718,3,TBN,26,VA,VA_brown,brown,-0.394306925,-0.437366677,0.043059752,20170708,6,TBN,26,VA,VA_brown,brown,-0.326741641,-0.959724477,0.632982836,0.067565284,-0.5223578,0.589923084
34,TBN_29,20170718,3,TBN,29,VA,VA_brown,brown,-0.208132731,-0.577783171,0.36965044,20170708,6,TBN,29,VA,VA_brown,brown,-0.476058765,-1.335820497,0.859761732,-0.267926034,-0.758037326,0.490111292
35,TBN_32,20170718,3,TBN,32,VA,VA_brown,brown,-0.456583141,-0.51029731,0.053714169,20170708,6,TBN,32,VA,VA_brown,brown,-0.974925457,-1.156441238,0.181515781,-0.518342316,-0.646143928,0.127801612
36,TBO_18,20170717,10,TBO,18,VA,VA_brown,brown,-0.554387289,-0.19405623,-0.360331059,20170707,8,TBO,18,VA,VA_brown,brown,-0.268074417,-0.247478989,-0.020595428,0.286312872,-0.053422759,0.339735631
37,TBO_22,20170717,10,TBO,22,VA,VA_brown,brown,-0.358667545,-0.204821499,-0.153846046,20170707,8,TBO,22,VA,VA_brown,brown,-0.208035112,-0.573448302,0.36541319,0.150632433,-0.368626803,0.519259236
38,TBO_26,20170717,10,TBO,26,VA,VA_brown,brown,-0.436728745,-0.416176614,-0.020552131,20170707,8,TBO,26,VA,VA_brown,brown,-0.017543478,-0.698608822,0.681065344,0.419185267,-0.282432208,0.701617475
39,TBO_29,20170717,10,TBO,29,VA,VA_brown,brown,-0.623810271,-0.637977627,0.014167356,20170707,8,TBO,29,VA,VA_brown,brown,-0.145259105,-0.997139998,0.851880893,0.478551166,-0.359162371,0.837713537
40,TBO_32,20170717,10,TBO,32,VA,VA_brown,brown,-0.115593277,-0.553967685,0.438374408,20170707,8,TBO,32,VA,VA_brown,brown,-0.336997926,-0.554218467,0.217220541,-0.221404649,-0.000250782,-0.221153867
41,TWA_18,20170717,6,TWA,18,VA,VA_white,white,-0.740936007,-0.170046306,-0.570889701,20170707,7,TWA,18,VA,VA_white,white,-0.871061751,-0.635312544,-0.235749207,-0.130125744,-0.465266238,0.335140494
42,TWA_22,20170717,6,TWA,22,VA,VA_white,white,-0.439311959,-0.20463761,-0.234674349,20170707,7,TWA,22,VA,VA_white,white,-1.239013194,-1.264509872,0.025496678,-0.799701235,-1.059872262,0.260171027
43,TWA_26,20170717,6,TWA,26,VA,VA_white,white,-0.323449531,-0.378428923,0.054979392,20170707,7,TWA,26,VA,VA_white,white,-1.579811089,-1.647977377,0.068166288,-1.256361558,-1.269548454,0.013186896
44,TWA_29,20170717,6,TWA,29,VA,VA_white,white,-0.552341695,-0.59497207,0.042630375,20170707,7,TWA,29,VA,VA_white,white,-1.552812451,-1.866971674,0.314159223,-1.000470756,-1.271999604,0.271528848
45,TWA_32,20170717,6,TWA,32,VA,VA_white,white,0.037738005,-0.433960056,0.471698061,20170707,7,TWA,32,VA,VA_white,white,-1.177657105,-1.315785713,0.138128608,-1.21539511,-0.881825657,-0.333569453
46,TWD_18,20170717,9,TWD,18,VA,VA_white,white,-0.509088144,-0.062873766,-0.446214378,20170707,3,TWD,18,VA,VA_white,white,-1.193105446,-0.952221215,-0.240884231,-0.684017302,-0.889347449,0.205330147
47,TWD_22,20170717,9,TWD,22,VA,VA_white,white,-0.349442741,-0.252407026,-0.097035715,20170707,3,TWD,22,VA,VA_white,white,-1.449136842,-1.230484996,-0.218651846,-1.099694101,-0.97807797,-0.121616131
48,TWD_26,20170717,9,TWD,26,VA,VA_white,white,-0.547556585,-0.450176933,-0.097379652,20170707,3,TWD,26,VA,VA_white,white,-1.973027097,-1.907856497,-0.0651706,-1.425470512,-1.457679564,0.032209052
49,TWD_29,20170717,9,TWD,29,VA,VA_white,white,-0.662294163,-0.579805073,-0.08248909,20170707,3,TWD,29,VA,VA_white,white,-2.093802192,-2.30909768,0.215295488,-1.431508029,-1.729292607,0.297784578
50,TWD_32,20170717,9,TWD,32,VA,VA_white,white,-0.193895236,-0.547590259,0.353695023,20170707,3,TWD,32,VA,VA_white,white,-1.708665805,-1.593504141,-0.115161664,-1.514770569,-1.045913882,-0.468856687
51,TWH_18,20170721,10,TWH,18,VA,VA_white,white,0.001448558,-0.127463548,0.128912106,20170711,5,TWH,18,VA,VA_white,white,-0.80879748,-0.592877943,-0.215919537,-0.810246038,-0.465414395,-0.344831643
52,TWH_22,20170721,10,TWH,22,VA,VA_white,white,-0.169654716,-0.222085419,0.052430703,20170711,5,TWH,22,VA,VA_white,white,-1.084596926,-1.1097258,0.025128874,-0.91494221,-0.887640381,-0.027301829
53,TWH_26,20170721,10,TWH,26,VA,VA_white,white,-0.328324392,-0.415486558,0.087162166,20170711,5,TWH,26,VA,VA_white,white,-1.032216812,-1.388488609,0.356271797,-0.70389242,-0.973002051,0.269109631
54,TWH_29,20170721,10,TWH,29,VA,VA_white,white,-0.210497297,-0.49392906,0.283431763,20170711,5,TWH,29,VA,VA_white,white,-1.710412811,-1.44112981,-0.269283001,-1.499915514,-0.94720075,-0.552714764
55,TWH_32,20170721,10,TWH,32,VA,VA_white,white,-0.131055759,-0.356608537,0.225552778,20170711,5,TWH,32,VA,VA_white,white,-1.270949905,-1.420344027,0.149394122,-1.139894146,-1.06373549,-0.076158656
56,TWI_18,20170719,6,TWI,18,VA,VA_white,white,-0.485635664,-0.57500325,0.089367586,20170710,5,TWI,18,VA,VA_white,white,-0.84220757,-0.787833297,-0.054374273,-0.356571906,-0.212830047,-0.143741859
57,TWI_22,20170719,6,TWI,22,VA,VA_white,white,-0.709158151,-0.710957225,0.001799074,20170710,5,TWI,22,VA,VA_white,white,-1.168983702,-1.323009615,0.154025913,-0.459825551,-0.61205239,0.152226839
58,TWI_26,20170719,6,TWI,26,VA,VA_white,white,-0.997681484,-0.965783789,-0.031897695,20170710,5,TWI,26,VA,VA_white,white,-1.815989211,-1.632783057,-0.183206154,-0.818307727,-0.666999268,-0.151308459
59,TWI_29,20170719,6,TWI,29,VA,VA_white,white,-0.527967329,-0.601952815,0.073985486,20170710,5,TWI,29,VA,VA_white,white,-1.544771339,-1.267703163,-0.277068176,-1.01680401,-0.665750348,-0.351053662
60,TWI_32,20170719,6,TWI,32,VA,VA_white,white,-0.395310917,-0.492895602,0.097584685,20170710,5,TWI,32,VA,VA_white,white,-1.060286969,-1.000552045,-0.059734924,-0.664976052,-0.507656443,-0.157319609
61,TWJ_18,20170718,8,TWJ,18,VA,VA_white,white,-0.255051397,-0.067166553,-0.187884844,20170708,7,TWJ,18,VA,VA_white,white,-0.707742025,-0.405325093,-0.302416932,-0.452690628,-0.33815854,-0.114532088
62,TWJ_22,20170718,8,TWJ,22,VA,VA_white,white,-0.247157267,-0.160092427,-0.08706484,20170708,7,TWJ,22,VA,VA_white,white,-0.46489882,-0.531304646,0.066405826,-0.217741553,-0.371212219,0.153470666
63,TWJ_26,20170718,8,TWJ,26,VA,VA_white,white,-0.341996506,-0.363333579,0.021337073,20170708,7,TWJ,26,VA,VA_white,white,-0.653718475,-0.801452687,0.147734212,-0.311721969,-0.438119108,0.126397139
64,TWJ_29,20170718,8,TWJ,29,VA,VA_white,white,-0.118345499,-0.477181843,0.358836344,20170708,7,TWJ,29,VA,VA_white,white,-0.86141647,-0.961252819,0.099836349,-0.743070971,-0.484070976,-0.258999995
65,TWJ_32,20170718,8,TWJ,32,VA,VA_white,white,-0.301924524,-0.362515796,0.060591272,20170708,7,TWJ,32,VA,VA_white,white,-0.870879312,-0.840932212,-0.0299471,-0.568954788,-0.478416416,-0.090538372
66,TWK_18,20170718,4,TWK,18,VA,VA_white,white,-0.341690459,-0.110477633,-0.231212826,20170708,10,TWK,18,VA,VA_white,white,-1.023542385,-0.608650299,-0.414892086,-0.681851926,-0.498172666,-0.18367926
67,TWK_22,20170718,4,TWK,22,VA,VA_white,white,-0.260131811,-0.25036782,-0.009763991,20170708,10,TWK,22,VA,VA_white,white,-0.650852915,-0.896739746,0.245886831,-0.390721104,-0.646371926,0.255650822
68,TWK_26,20170718,4,TWK,26,VA,VA_white,white,-0.284759144,-0.315610632,0.030851488,20170708,10,TWK,26,VA,VA_white,white,-1.00423201,-1.169808528,0.165576518,-0.719472866,-0.854197896,0.13472503
69,TWK_29,20170718,4,TWK,29,VA,VA_white,white,-0.039013704,-0.427825206,0.388811502,20170708,10,TWK,29,VA,VA_white,white,-1.353524092,-1.345820783,-0.007703309,-1.314510388,-0.917995577,-0.396514811
70,TWK_32,20170718,4,TWK,32,VA,VA_white,white,-0.441329314,-0.347425155,-0.093904159,20170708,10,TWK,32,VA,VA_white,white,-0.825156672,-1.079504908,0.254348236,-0.383827358,-0.732079753,0.348252395
71,TWL_18,20170721,7,TWL,18,VA,VA_white,white,-0.152011254,-0.162698565,0.010687311,20170711,4,TWL,18,VA,VA_white,white,-0.53391009,-0.576148806,0.042238716,-0.381898836,-0.413450241,0.031551405
72,TWL_22,20170721,7,TWL,22,VA,VA_white,white,-0.2426792,-0.314256024,0.071576824,20170711,4,TWL,22,VA,VA_white,white,-1.010660819,-0.919670393,-0.090990426,-0.767981619,-0.605414369,-0.16256725
73,TWL_26,20170721,7,TWL,26,VA,VA_white,white,-0.391674797,-0.475037235,0.083362438,20170711,4,TWL,26,VA,VA_white,white,-1.212780028,-1.380262799,0.167482771,-0.821105231,-0.905225564,0.084120333
74,TWL_29,20170721,7,TWL,29,VA,VA_white,white,-0.421907,-0.428499396,0.006592396,20170711,4,TWL,29,VA,VA_white,white,-1.647085846,-1.454181558,-0.192904288,-1.225178846,-1.025682162,-0.199496684
75,TWL_32,20170721,7,TWL,32,VA,VA_white,white,-0.078961333,-0.41116875,0.332207417,20170711,4,TWL,32,VA,VA_white,white,-0.826080907,-0.852458258,0.026377351,-0.747119574,-0.441289508,-0.305830066
76,TWM_18,20170719,4,TWM,18,VA,VA_white,white,-0.206234406,-0.263785529,0.057551123,20170710,3,TWM,18,VA,VA_white,white,-0.251189899,-0.633715415,0.382525516,-0.044955493,-0.369929886,0.324974393
77,TWM_22,20170719,4,TWM,22,VA,VA_white,white,-0.36206603,-0.302122971,-0.059943059,20170710,3,TWM,22,VA,VA_white,white,-0.427326145,-0.556535649,0.129209504,-0.065260115,-0.254412678,0.189152563
78,TWM_26,20170719,4,TWM,26,VA,VA_white,white,-0.329563753,-0.470246448,0.140682695,20170710,3,TWM,26,VA,VA_white,white,-0.784438677,-1.355880091,0.571441414,-0.454874924,-0.885633643,0.430758719
79,TWM_29,20170719,4,TWM,29,VA,VA_white,white,-0.323546975,-0.374056045,0.05050907,20170710,3,TWM,29,VA,VA_white,white,-1.345704871,-1.197836376,-0.147868495,-1.022157896,-0.823780331,-0.198377565
80,TWM_32,20170719,4,TWM,32,VA,VA_white,white,-0.45317051,-0.420982868,-0.032187642,20170710,3,TWM,32,VA,VA_white,white,-0.814617052,-0.943461884,0.128844832,-0.361446542,-0.522479016,0.161032474
81,WBC_18,20170719,9,WBC,18,RI,RI_brown,brown,-0.070525233,-0.233563079,0.163037846,20170710,10,WBC,18,RI,RI_brown,brown,0.096356628,-0.662936801,0.759293429,0.166881861,-0.429373722,0.596255583
82,WBC_22,20170719,9,WBC,22,RI,RI_brown,brown,-0.212732378,-0.115222032,-0.097510346,20170710,10,WBC,22,RI,RI_brown,brown,0.087032986,-0.921429646,1.008462632,0.299765364,-0.806207614,1.105972978
83,WBC_26,20170719,9,WBC,26,RI,RI_brown,brown,-0.057947207,-0.352240849,0.294293642,20170710,10,WBC,26,RI,RI_brown,brown,-0.121890131,-1.203531224,1.081641093,-0.063942924,-0.851290375,0.787347451
84,WBC_29,20170719,9,WBC,29,RI,RI_brown,brown,-0.310553443,-0.357676785,0.047123342,20170710,10,WBC,29,RI,RI_brown,brown,-0.758552843,-1.241763519,0.483210676,-0.4479994,-0.884086734,0.436087334
85,WBC_32,20170719,9,WBC,32,RI,RI_brown,brown,-0.324521934,-0.40359766,0.079075726,20170710,10,WBC,32,RI,RI_brown,brown,-0.569508612,-0.866294566,0.296785954,-0.244986678,-0.462696906,0.217710228
86,WBF_18,20170717,4,WBF,18,RI,RI_brown,brown,-0.443110743,-0.00780487,-0.435305873,20170707,9,WBF,18,RI,RI_brown,brown,-0.064575178,-0.259250225,0.194675047,0.378535565,-0.251445355,0.62998092
87,WBF_22,20170717,4,WBF,22,RI,RI_brown,brown,-0.115897122,0.041315022,-0.157212144,20170707,9,WBF,22,RI,RI_brown,brown,0.365373519,-0.946076871,1.31145039,0.481270641,-0.987391893,1.468662534
88,WBF_26,20170717,4,WBF,26,RI,RI_brown,brown,-0.257085197,-0.148164755,-0.108920442,20170707,9,WBF,26,RI,RI_brown,brown,0.324579038,-1.054138962,1.378718,0.581664235,-0.905974207,1.487638442
89,WBF_29,20170717,4,WBF,29,RI,RI_brown,brown,-0.384055408,-0.176396933,-0.207658475,20170707,9,WBF,29,RI,RI_brown,brown,-0.115453889,-1.241435212,1.125981323,0.268601519,-1.065038279,1.333639798
90,WBF_32,20170717,4,WBF,32,RI,RI_brown,brown,0.164531528,-0.297704794,0.462236322,20170707,9,WBF,32,RI,RI_brown,brown,-0.462361727,-0.770602078,0.308240351,-0.626893255,-0.472897284,-0.153995971
91,WBG_18,20170717,3,WBG,18,RI,RI_brown,brown,-1.084385916,-0.13725843,-0.947127486,20170707,6,WBG,18,RI,RI_brown,brown,-0.471594337,-0.660488628,0.188894291,0.612791579,-0.523230198,1.136021777
92,WBG_22,20170717,3,WBG,22,RI,RI_brown,brown,-0.433805326,-0.010268039,-0.423537287,20170707,6,WBG,22,RI,RI_brown,brown,-0.304086951,-1.433163894,1.129076943,0.129718375,-1.422895855,1.55261423
93,WBG_26,20170717,3,WBG,26,RI,RI_brown,brown,-0.918313985,-0.620610272,-0.297703713,20170707,6,WBG,26,RI,RI_brown,brown,-0.67287678,-1.886957042,1.214080262,0.245437205,-1.26634677,1.511783975
94,WBG_29,20170717,3,WBG,29,RI,RI_brown,brown,-1.203781623,-1.144547973,-0.05923365,20170707,6,WBG,29,RI,RI_brown,brown,-0.80328426,-2.601152793,1.797868533,0.400497363,-1.45660482,1.857102183
95,WBG_32,20170717,3,WBG,32,RI,RI_brown,brown,-0.119646869,-1.109282564,0.989635695,20170707,6,WBG,32,RI,RI_brown,brown,-0.865513813,-1.485183972,0.619670159,-0.745866944,-0.375901408,-0.369965536
96,WBI_18,20170718,5,WBI,18,RI,RI_brown,brown,-0.23827646,0.116843802,-0.355120262,20170708,3,WBI,18,RI,RI_brown,brown,-0.633027984,-0.307973665,-0.325054319,-0.394751524,-0.424817467,0.030065943
97,WBI_22,20170718,5,WBI,22,RI,RI_brown,brown,-0.039540548,0.028845117,-0.068385665,20170708,3,WBI,22,RI,RI_brown,brown,-0.041474996,-0.462822433,0.421347437,-0.001934448,-0.49166755,0.489733102
98,WBI_26,20170718,5,WBI,26,RI,RI_brown,brown,-0.543332716,-0.218572424,-0.324760292,20170708,3,WBI,26,RI,RI_brown,brown,-0.184065621,-0.642992595,0.458926974,0.359267095,-0.424420171,0.783687266
99,WBI_29,20170718,5,WBI,29,RI,RI_brown,brown,0.0910926,-0.586483215,0.677575815,20170708,3,WBI,29,RI,RI_brown,brown,-0.399517254,-0.707220654,0.3077034,-0.490609854,-0.120737439,-0.369872415
100,WBI_32,20170718,5,WBI,32,RI,RI_brown,brown,-0.491535314,-0.392295866,-0.099239448,20170708,3,WBI,32,RI,RI_brown,brown,-0.782064982,-0.801625636,0.019560654,-0.290529668,-0.40932977,0.118800102
101,WBK_18,20170718,7,WBK,18,RI,RI_brown,brown,-0.289421852,-0.175619612,-0.11380224,20170708,4,WBK,18,RI,RI_brown,brown,-1.004016948,-0.802918502,-0.201098446,-0.714595096,-0.62729889,-0.087296206
102,WBK_22,20170718,7,WBK,22,RI,RI_brown,brown,-0.220060456,-0.271842415,0.051781959,20170708,4,WBK,22,RI,RI_brown,brown,-0.55920867,-1.047888347,0.488679677,-0.339148214,-0.776045932,0.436897718
103,WBK_26,20170718,7,WBK,26,RI,RI_brown,brown,-0.520791895,-0.386345515,-0.13444638,20170708,4,WBK,26,RI,RI_brown,brown,-0.828887766,-1.226134408,0.397246642,-0.308095871,-0.839788893,0.531693022
104,WBK_29,20170718,7,WBK,29,RI,RI_brown,brown,-0.080038155,-0.568994556,0.488956401,20170708,4,WBK,29,RI,RI_brown,brown,-0.959190388,-1.395083772,0.435893384,-0.879152233,-0.826089216,-0.053063017
105,WBK_32,20170718,7,WBK,32,RI,RI_brown,brown,-0.366710228,-0.451596323,0.084886095,20170708,4,WBK,32,RI,RI_brown,brown,-0.888137771,-1.021936804,0.133799033,-0.521427543,-0.570340481,0.048912938
106,WBN_18,20170721,4,WBN,18,RI,RI_brown,brown,-0.117658042,-0.171168565,0.053510523,20170711,8,WBN,18,RI,RI_brown,brown,-0.474644326,-0.663610517,0.188966191,-0.356986284,-0.492441952,0.135455668
107,WBN_22,20170721,4,WBN,22,RI,RI_brown,brown,-0.221954247,-0.22919261,0.007238363,20170711,8,WBN,22,RI,RI_brown,brown,-0.628535052,-1.277082741,0.648547689,-0.406580805,-1.047890131,0.641309326
108,WBN_26,20170721,4,WBN,26,RI,RI_brown,brown,-0.313656696,-0.60129124,0.287634544,20170711,8,WBN,26,RI,RI_brown,brown,-0.586333461,-1.91780969,1.331476229,-0.272676765,-1.31651845,1.043841685
109,WBN_29,20170721,4,WBN,29,RI,RI_brown,brown,-0.554710685,-0.619040506,0.064329821,20170711,8,WBN,29,RI,RI_brown,brown,-0.873247374,-1.545892488,0.672645114,-0.318536689,-0.926851982,0.608315293
110,WBN_32,20170721,4,WBN,32,RI,RI_brown,brown,0.091478023,-0.099531593,0.191009616,20170711,8,WBN,32,RI,RI_brown,brown,-0.92808389,-1.14751688,0.21943299,-1.019561913,-1.047985287,0.028423374
111,WBO_18,20170719,5,WBO,18,RI,RI_brown,brown,-0.152572416,-0.259219278,0.106646862,20170710,9,WBO,18,RI,RI_brown,brown,-0.51051931,-0.732378797,0.221859487,-0.357946894,-0.473159519,0.115212625
112,WBO_22,20170719,5,WBO,22,RI,RI_brown,brown,-0.330507602,-0.358505677,0.027998075,20170710,9,WBO,22,RI,RI_brown,brown,-0.308467175,-1.047116361,0.738649186,0.022040427,-0.688610684,0.710651111
113,WBO_26,20170719,5,WBO,26,RI,RI_brown,brown,-0.296824176,-0.498216595,0.201392419,20170710,9,WBO,26,RI,RI_brown,brown,-0.859872736,-1.270970385,0.411097649,-0.56304856,-0.77275379,0.20970523
114,WBO_29,20170719,5,WBO,29,RI,RI_brown,brown,-0.485956039,-0.588406821,0.102450782,20170710,9,WBO,29,RI,RI_brown,brown,-1.018164684,-1.185019749,0.166855065,-0.532208645,-0.596612928,0.064404283
115,WBO_32,20170719,5,WBO,32,RI,RI_brown,brown,-0.523266184,-0.64548572,0.122219536,20170710,9,WBO,32,RI,RI_brown,brown,-0.79440023,-0.916953828,0.122553598,-0.271134046,-0.271468108,0.000334062
116,WBP_18,20170721,8,WBP,18,RI,RI_brown,brown,-0.099456417,-0.265732689,0.166276272,20170711,7,WBP,18,RI,RI_brown,brown,0.07352288,-0.687958254,0.761481134,0.172979297,-0.422225565,0.595204862
